"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
6.019194102E0	-2.370399982E-1	-1.896820068E-1	-7.443810105E-1	8.039093937E-1
6.024039702E0	-8.951900154E-2	-1.042419970E-1	-1.208889008E0	1.216672790E0
6.028885471E0	-3.936999943E-3	-3.531499952E-2	-1.499727964E0	1.500148865E0
6.033731089E0	-1.293119937E-1	1.484400034E-2	-1.537664056E0	1.543163207E0
6.038576870E0	-2.942900062E-1	4.130899906E-2	-1.323220968E0	1.356180951E0
6.043422487E0	-3.864960074E-1	3.815599903E-2	-9.523339868E-1	1.028481923E0
6.048268254E0	-4.402759969E-1	3.196999896E-3	-5.759429932E-1	7.249575889E-1
6.053113886E0	-4.955579937E-1	-4.251600057E-2	-2.566330135E-1	5.596836955E-1
6.057959424E0	-5.557469726E-1	-1.023309976E-1	-4.626199976E-2	5.669801612E-1
6.062805268E0	-5.960440040E-1	-1.649300009E-1	6.303899735E-2	6.216464229E-1
6.067650805E0	-6.238759756E-1	-2.420170009E-1	9.754999727E-2	6.762465997E-1
6.072496572E0	-6.236039996E-1	-3.234150112E-1	9.866300225E-2	7.093755041E-1
6.077342190E0	-5.883970261E-1	-3.884069920E-1	1.012130007E-1	7.122605725E-1
6.082187967E0	-5.452920198E-1	-4.217570126E-1	1.139160022E-1	6.987125447E-1
6.087033584E0	-5.113180280E-1	-4.275580049E-1	1.530649960E-1	6.838719663E-1
6.091879351E0	-4.675390124E-1	-4.249840081E-1	2.037940025E-1	6.638796056E-1
6.096724988E0	-4.266409874E-1	-4.199259877E-1	2.854950130E-1	6.632252783E-1
6.101570526E0	-3.782170117E-1	-4.221349955E-1	3.903770149E-1	6.882152832E-1
6.106416294E0	-3.265160024E-1	-4.382039905E-1	5.180190206E-1	7.529801742E-1
6.111261940E0	-2.639580071E-1	-4.680429995E-1	6.600369811E-1	8.511092147E-1
6.116107707E0	-1.881819963E-1	-5.071089864E-1	8.025749922E-1	9.678319099E-1
6.120953325E0	-8.114299923E-2	-5.306370258E-1	9.263740182E-1	1.070667391E0
6.125799102E0	6.610000134E-2	-5.260909796E-1	1.049801946E0	1.176105886E0
6.130644642E0	2.352930009E-1	-5.152390003E-1	1.166932940E0	1.297137815E0
6.135490486E0	3.869279921E-1	-5.205399990E-1	1.283175945E0	1.437781509E0
6.140336104E0	5.196650028E-1	-5.417659879E-1	1.389322996E0	1.579170823E0
6.145181642E0	6.200439930E-1	-5.749620199E-1	1.479092956E0	1.703746416E0
6.150027410E0	6.960060000E-1	-6.054779887E-1	1.562592983E0	1.814586669E0
6.154873031E0	7.595210075E-1	-6.123329997E-1	1.638970971E0	1.907367219E0
6.159718798E0	8.328080177E-1	-5.818079710E-1	1.685068011E0	1.967618843E0
6.164564412E0	9.074620008E-1	-5.161409974E-1	1.709496021E0	2.003064018E0
6.169410179E0	9.659090042E-1	-4.240849912E-1	1.727187037E0	2.023858529E0
6.174255796E0	1.005324006E0	-3.112390041E-1	1.742679954E0	2.035799473E0
6.179101339E0	1.039729953E0	-1.825879961E-1	1.749519944E0	2.043329828E0
6.183947106E0	1.072489023E0	-4.276600108E-2	1.739094019E0	2.043651057E0
6.188792723E0	1.098888993E0	1.096350029E-1	1.725836992E0	2.048924151E0
6.193638467E0	1.131883979E0	2.699939907E-1	1.721487999E0	2.077878492E0
6.198484084E0	1.162812948E0	4.267559946E-1	1.716284990E0	2.116574780E0
6.203329851E0	1.182958961E0	5.759180188E-1	1.698969960E0	2.148853739E0
6.208175459E0	1.183177948E0	7.207210064E-1	1.676882029E0	2.175151067E0
6.213021226E0	1.174479008E0	8.669559956E-1	1.643121958E0	2.197922520E0
6.217866766E0	1.155771017E0	1.016123056E0	1.624989033E0	2.238057655E0
6.222712385E0	1.125352979E0	1.164443970E0	1.625357985E0	2.294370865E0
6.227558154E0	1.076567054E0	1.305894017E0	1.623739004E0	2.345396376E0
6.232403771E0	1.016594052E0	1.430546999E0	1.584262013E0	2.364278814E0
6.237249539E0	9.451850057E-1	1.538313985E0	1.504987001E0	2.350483032E0
6.242095156E0	8.774579763E-1	1.634295940E0	1.380784035E0	2.312448977E0
6.246940923E0	8.006749749E-1	1.723019958E0	1.237684965E0	2.267541017E0
6.251786556E0	7.107080221E-1	1.801087976E0	1.096582055E0	2.225200214E0
6.256632094E0	5.982549787E-1	1.861307025E0	9.690799713E-1	2.182083603E0
6.261477861E0	4.579820037E-1	1.899584055E0	8.650339842E-1	2.136925570E0
6.266323488E0	2.950029969E-1	1.918843985E0	7.846059799E-1	2.093942585E0
6.271169255E0	1.200549975E-1	1.920012951E0	7.175170183E-1	2.053215431E0
6.276014872E0	-6.395799667E-2	1.910158038E0	6.628890038E-1	2.022922684E0
6.280860626E0	-2.364519984E-1	1.891100049E0	5.965859890E-1	1.997018724E0
6.285706243E0	-4.024119973E-1	1.856955051E0	5.201740265E-1	1.969974238E0
6.290551782E0	-5.499939919E-1	1.813868046E0	4.478079975E-1	1.947599210E0
6.295397549E0	-6.850420237E-1	1.766949058E0	3.791869879E-1	1.932659907E0
6.300243166E0	-8.129379749E-1	1.715430975E0	3.140769899E-1	1.924114325E0
6.305088933E0	-9.379839897E-1	1.657742977E0	2.494090050E-1	1.920971263E0
6.309934555E0	-1.056280971E0	1.594545960E0	1.827359945E-1	1.921379388E0
6.314780322E0	-1.156919956E0	1.529495001E0	1.076250002E-1	1.920781581E0
6.319625934E0	-1.232516050E0	1.463598967E0	1.784699969E-2	1.913514114E0
6.324471702E0	-1.288267016E0	1.401113987E0	-8.442900330E-2	1.905224545E0
6.329317242E0	-1.329612017E0	1.345059991E0	-1.784459949E-1	1.899709838E0
6.334163082E0	-1.361665964E0	1.289746046E0	-2.627910078E-1	1.893842173E0
6.339008623E0	-1.393566966E0	1.230491042E0	-3.372899890E-1	1.889418331E0
6.343854238E0	-1.345535040E0	1.229822993E0	-4.173209965E-1	1.870049719E0
6.348700000E0	-1.321921945E0	1.241547942E0	-4.756619930E-1	1.874879530E0
6.353545618E0	-1.339936018E0	1.248054028E0	-5.591099858E-1	1.914594308E0
6.358391385E0	-1.324403048E0	1.272732973E0	-6.572189927E-1	1.950853520E0
6.363237007E0	-1.221567035E0	1.333528996E0	-7.988520265E-1	1.977040759E0
6.368082775E0	-1.278741956E0	1.303634048E0	-8.564820290E-1	2.016978975E0
6.372928315E0	-1.310371995E0	1.249582052E0	-9.098659754E-1	2.026422010E0
6.377773938E0	-1.317862034E0	1.210172057E0	-9.475290179E-1	2.024620455E0
6.382619707E0	-1.289057970E0	1.200351000E0	-9.539710283E-1	2.003140958E0
6.387465324E0	-1.243602991E0	1.214586020E0	-9.331390262E-1	1.972946031E0
6.392311086E0	-1.208835959E0	1.249598026E0	-8.943179846E-1	1.955143028E0
6.397156704E0	-1.172976971E0	1.284629941E0	-8.647310138E-1	1.942655087E0
6.402002242E0	-1.131904006E0	1.277858973E0	-8.480190039E-1	1.906112920E0
6.406848006E0	-1.091766953E0	1.256353021E0	-8.409079909E-1	1.864806757E0
6.411693852E0	-1.042354941E0	1.233400941E0	-8.552669883E-1	1.827365132E0
6.416539392E0	-9.855859876E-1	1.209229946E0	-8.865470290E-1	1.794319491E0
6.421385022E0	-9.210799932E-1	1.185614944E0	-9.225530028E-1	1.762150729E0
6.426230789E0	-8.472560048E-1	1.164106011E0	-9.546120167E-1	1.727503877E0
6.431076406E0	-7.634249926E-1	1.151303053E0	-9.784100056E-1	1.692809079E0
6.435922178E0	-6.768860221E-1	1.152490020E0	-9.927859902E-1	1.664942028E0
6.440767796E0	-5.916929841E-1	1.166656971E0	-1.003777027E0	1.648865487E0
6.445613563E0	-5.062999725E-1	1.187821984E0	-1.006185055E0	1.636969484E0
6.450459113E0	-4.139789939E-1	1.207882047E0	-9.896590114E-1	1.615482159E0
6.455304726E0	-3.221800029E-1	1.221760988E0	-9.521129727E-1	1.582093227E0
6.460150495E0	-2.368019968E-1	1.228137970E0	-8.965359926E-1	1.538887535E0
6.464996108E0	-1.630730033E-1	1.228642941E0	-8.266639709E-1	1.489808578E0
6.469841875E0	-1.001309976E-1	1.224704981E0	-7.539740205E-1	1.441667552E0
6.474687492E0	-5.775799975E-2	1.218490958E0	-6.930760145E-1	1.403000557E0
6.479533260E0	-3.228700161E-2	1.221500039E0	-6.216289997E-1	1.370958573E0
6.484378877E0	-1.925300062E-2	1.224482059E0	-5.566170216E-1	1.345194968E0
6.489224415E0	-9.584999830E-2	1.149484038E0	-5.150790215E-1	1.263252617E0
6.494070155E0	-1.581500024E-1	1.061521053E0	-4.763579965E-1	1.174204118E0
6.498915772E0	-1.848759949E-1	9.894899726E-1	-4.686209857E-1	1.110349120E0
6.503761539E0	-2.146860063E-1	9.053679705E-1	-5.123609900E-1	1.062212327E0
6.508607147E0	-4.065169990E-1	7.838010192E-1	-5.111510158E-1	1.020233046E0
6.513452914E0	-5.192469954E-1	7.813599706E-1	-5.871840119E-1	1.106763710E0
6.518298531E0	-6.765339971E-1	8.731359839E-1	-6.742510200E-1	1.294093943E0
6.523144299E0	-7.864660025E-1	1.000316978E0	-8.096680045E-1	1.508219184E0
6.527989839E0	-8.050730228E-1	1.080543995E0	-9.701009989E-1	1.660365576E0
6.532835452E0	-7.884179950E-1	1.083369970E0	-1.089318037E0	1.726819971E0
6.537681222E0	-7.724130154E-1	9.987959862E-1	-1.106668949E0	1.678967376E0
6.542526839E0	-7.603740096E-1	8.568829894E-1	-1.090222001E0	1.581455375E0
6.547372606E0	-7.192659974E-1	7.347959876E-1	-9.982759953E-1	1.433116772E0
6.552218233E0	-6.605859995E-1	6.235269904E-1	-8.710880280E-1	1.258552392E0
6.557064000E0	-5.856760144E-1	5.246180296E-1	-7.321779728E-1	1.074395204E0
6.561909617E0	-4.869289994E-1	4.422320127E-1	-5.646089911E-1	8.668634936E-1
6.566755142E0	-3.660469949E-1	3.737699986E-1	-3.887329996E-1	6.517727819E-1
6.571600909E0	-2.388859987E-1	3.122319877E-1	-2.132360041E-1	4.472414650E-1
6.576446526E0	-1.293040067E-1	2.474869937E-1	-7.130499929E-2	2.881904598E-1
6.581292294E0	-3.940400109E-2	1.714919955E-1	3.272499889E-2	1.789779466E-1
6.586137911E0	3.545200080E-2	8.809400350E-2	1.279529929E-1	1.593404098E-1
6.590983678E0	9.769999981E-2	4.648999777E-3	2.125629932E-1	2.339870279E-1
6.595829282E0	1.506270021E-1	-7.398299873E-2	2.789750099E-1	3.255595706E-1
6.600674820E0	2.154430002E-1	-1.528510004E-1	3.052240014E-1	4.036592693E-1
6.605520664E0	2.865779996E-1	-2.403990030E-1	3.232859969E-1	4.944011188E-1
6.610366433E0	2.979629934E-1	-3.180989921E-1	2.783580124E-1	5.171577103E-1
6.615211973E0	2.453289926E-1	-4.020310044E-1	1.852709949E-1	5.061033340E-1
6.620057588E0	1.591040045E-1	-4.809890091E-1	7.766500115E-2	5.125391337E-1
6.624903381E0	5.009099841E-2	-5.502830148E-1	-5.094100162E-2	5.549013337E-1
6.629748998E0	-8.672799915E-2	-5.921840072E-1	-1.770669967E-1	6.241445069E-1
6.634594765E0	-2.343010008E-1	-6.031669974E-1	-2.242089957E-1	6.848189976E-1
6.639440387E0	-3.500599861E-1	-6.226149797E-1	-2.206760049E-1	7.475889954E-1
6.644286154E0	-3.944000006E-1	-6.658840179E-1	-1.328050047E-1	7.852324847E-1
6.649131694E0	-3.923279941E-1	-7.169070244E-1	3.096299991E-2	8.178237242E-1
6.653977303E0	-2.325839996E-1	-7.678139806E-1	2.002879977E-1	8.268911099E-1
6.658823072E0	6.536400318E-2	-8.534240127E-1	3.789719939E-1	9.360687851E-1
6.663668689E0	3.938130140E-1	-1.022536039E0	5.586959720E-1	1.229963345E0
6.668514462E0	6.220300198E-1	-1.231315017E0	7.412300110E-1	1.566039573E0
6.673360079E0	6.755030155E-1	-1.400956035E0	9.233319759E-1	1.808735490E0
6.678205846E0	6.283209920E-1	-1.490697980E0	1.067863941E0	1.938375901E0
6.683051450E0	5.679090023E-1	-1.487470984E0	1.132794976E0	1.954050926E0
6.687896988E0	5.116620064E-1	-1.412165999E0	1.207661033E0	1.927292398E0
6.692742832E0	4.486590028E-1	-1.302441001E0	1.264425039E0	1.869871156E0
6.697588358E0	4.204129875E-1	-1.177948952E0	1.322031021E0	1.819911216E0
6.702434125E0	3.791080117E-1	-1.064499021E0	1.371052980E0	1.776701248E0
6.707279743E0	3.128629923E-1	-9.617360234E-1	1.377006054E0	1.708497908E0
6.712125529E0	2.128760070E-1	-8.671399951E-1	1.378319979E0	1.642258789E0
6.716971146E0	8.685199916E-2	-7.806720138E-1	1.383713007E0	1.591117139E0
6.721816913E0	-4.091100022E-2	-6.978979707E-1	1.361402988E0	1.530409548E0
6.726662555E0	-1.470160037E-1	-6.146320105E-1	1.311056972E0	1.455423167E0
6.731508093E0	-2.302390039E-1	-5.283539891E-1	1.210060000E0	1.340303377E0
6.736353861E0	-3.014799953E-1	-4.409430027E-1	1.062096000E0	1.188851896E0
6.741199493E0	-3.865649998E-1	-3.544790149E-1	8.794940114E-1	1.024010541E0
6.746045260E0	-5.065420270E-1	-2.717710137E-1	6.910169721E-1	8.988597025E-1
6.750890878E0	-6.483650208E-1	-1.908559948E-1	4.818789959E-1	8.300666103E-1
6.755736654E0	-7.375620008E-1	-1.329559982E-1	3.401710093E-1	8.230378594E-1
6.760582271E0	-7.634599805E-1	-8.452899754E-2	2.743720114E-1	8.156569707E-1
6.765427810E0	-7.319499850E-1	-5.568400025E-2	2.597849965E-1	7.786781960E-1
6.770273572E0	-6.472370028E-1	-5.495399982E-2	2.795290053E-1	7.071577934E-1
6.775119418E0	-5.073829889E-1	-8.054800332E-2	3.188199997E-1	6.046252314E-1
6.779964959E0	-3.235419989E-1	-1.111750007E-1	3.261179924E-1	4.726438942E-1
6.784810579E0	-1.328630000E-1	-1.271200031E-1	2.770479918E-1	3.325171600E-1
6.789656346E0	2.612899989E-2	-1.281930059E-1	2.165939957E-1	2.530397802E-1
6.794501964E0	1.395329982E-1	-1.248370036E-1	1.728920043E-1	2.548438349E-1
6.799347502E0	2.035659999E-1	-1.161509976E-1	1.328220069E-1	2.693916407E-1
6.804193346E0	2.334689945E-1	-1.017950028E-1	7.286500186E-2	2.649137642E-1
6.809039115E0	2.656260133E-1	-7.128400356E-2	2.764499933E-2	2.764106258E-1
6.813884642E0	3.355360031E-1	-4.004399851E-2	3.297000006E-2	3.395216519E-1
6.818730257E0	4.620789886E-1	-9.433000349E-3	7.298500091E-2	4.679025363E-1
6.823576025E0	6.507840157E-1	3.676300123E-2	1.122760028E-1	6.614206333E-1
6.828421661E0	8.452290297E-1	5.724800006E-2	1.151029989E-1	8.549492069E-1
6.833267428E0	1.023450017E0	7.599800080E-2	7.810000330E-2	1.029235271E0
6.838113046E0	1.171710968E0	1.000009999E-1	-6.473999936E-3	1.175988395E0
6.842958808E0	1.269248009E0	1.209269986E-1	-1.317259967E-1	1.281782191E0
6.847804348E0	1.375308037E0	1.571410000E-1	-2.520380020E-1	1.407014088E0
6.852649962E0	1.504528999E0	1.997759938E-1	-3.622080088E-1	1.560356562E0
6.857495697E0	1.663772941E0	2.374590039E-1	-4.954189956E-1	1.752132175E0
6.862341543E0	1.844673038E0	2.771199942E-1	-6.455330253E-1	1.973911597E0
6.867187084E0	2.025530100E0	3.186799884E-1	-7.455109954E-1	2.181768953E0
6.872032704E0	2.175261021E0	3.588880002E-1	-7.855250239E-1	2.340429590E0
6.876878471E0	2.285531044E0	3.893939853E-1	-7.555400133E-1	2.438466842E0
6.881724089E0	2.373109102E0	4.073509872E-1	-6.583830118E-1	2.496207088E0
6.886569856E0	2.470307112E0	4.143089950E-1	-5.150219798E-1	2.557208793E0
6.891415473E0	2.594674110E0	4.232609868E-1	-3.399969935E-1	2.650864304E0
6.896261241E0	2.734519005E0	4.401260018E-1	-1.547089964E-1	2.774029553E0
6.901106767E0	2.871104002E0	4.612799883E-1	8.588000201E-3	2.907935895E0
6.905952380E0	2.989056110E0	4.800550044E-1	1.364810020E-1	3.030435002E0
6.910798150E0	3.080926895E0	4.920740128E-1	2.397529930E-1	3.129173831E0
6.915643781E0	3.151806116E0	5.018810034E-1	3.249239922E-1	3.208012147E0
6.920489548E0	3.213171005E0	5.183460116E-1	4.027670026E-1	3.279538345E0
6.925335166E0	3.268263102E0	5.480539799E-1	4.826630056E-1	3.348861067E0
6.930180938E0	3.311764002E0	5.916129947E-1	5.550069809E-1	3.409665598E0
6.935026478E0	3.324215889E0	6.382730007E-1	5.815969706E-1	3.434539086E0
6.939872092E0	3.299700975E0	6.747069955E-1	5.411289930E-1	3.411169395E0
6.944717909E0	3.235970974E0	6.903190017E-1	4.489279985E-1	3.339099402E0
6.949563449E0	3.140037060E0	6.835259795E-1	3.032119870E-1	3.227844174E0
6.954409217E0	3.018915892E0	6.587449908E-1	1.183210015E-1	3.092215708E0
6.959254839E0	2.872025967E0	6.243640184E-1	-8.443500102E-2	2.940321896E0
6.964100606E0	2.685177088E0	5.791730285E-1	-2.974629998E-1	2.762987808E0
6.968946147E0	2.451417923E0	5.075839758E-1	-5.143669844E-1	2.555712175E0
6.973791996E0	2.203435898E0	4.551019967E-1	-7.214090228E-1	2.362769257E0
6.978637613E0	1.961187959E0	4.096690118E-1	-8.994939923E-1	2.196173115E0
6.983483381E0	1.733484983E0	3.524439931E-1	-1.016039968E0	2.039981415E0
6.988328921E0	1.518250942E0	2.866809964E-1	-1.063688993E0	1.875821471E0
6.993174534E0	1.283427954E0	2.044429928E-1	-1.073014021E0	1.685331819E0
6.998020304E0	1.013718009E0	1.110080034E-1	-1.076578975E0	1.482892197E0
7.002865916E0	7.100309730E-1	1.550900005E-2	-1.091241956E0	1.301995975E0
7.007711683E0	3.836959898E-1	-8.349099755E-2	-1.139812946E0	1.205556681E0
7.012557301E0	5.475899950E-2	-1.852300018E-1	-1.228790045E0	1.243878481E0
7.017403029E0	-2.541689873E-1	-2.905650139E-1	-1.353348017E0	1.407331075E0
7.022248569E0	-5.313209891E-1	-4.020940065E-1	-1.500370026E0	1.641673475E0
7.027094414E0	-7.810710073E-1	-5.167940259E-1	-1.651252031E0	1.898362783E0
7.031940031E0	-1.016116023E0	-6.247069836E-1	-1.788174987E0	2.149493050E0
7.036785569E0	-1.245970011E0	-7.219560146E-1	-1.896371961E0	2.381152739E0
7.041631337E0	-1.457628965E0	-8.016059995E-1	-1.967543006E0	2.576524764E0
7.046476959E0	-1.627912998E0	-8.507689834E-1	-2.002132893E0	2.717065460E0
7.051322726E0	-1.745432019E0	-8.632829785E-1	-2.009372950E0	2.798101157E0
7.056168344E0	-1.817868948E0	-8.467339873E-1	-2.005779982E0	2.836328488E0
7.061014111E0	-1.866559982E0	-8.233429790E-1	-2.000032902E0	2.856933922E0
7.065859728E0	-1.919366002E0	-8.124189973E-1	-1.997732997E0	2.887027469E0
7.070705496E0	-1.988491058E0	-8.285170197E-1	-2.000808954E0	2.940029526E0
7.075551036E0	-2.069329977E0	-8.710849881E-1	-1.997396946E0	3.005080726E0
7.080396649E0	-2.147985935E0	-9.231439829E-1	-1.959359050E0	3.050430507E0
7.085242419E0	-2.221252918E0	-9.648550153E-1	-1.864825964E0	3.056547988E0
7.090088060E0	-2.288167000E0	-9.850080013E-1	-1.733842969E0	3.035154102E0
7.094933827E0	-2.336143017E0	-9.804430008E-1	-1.574594975E0	2.982982066E0
7.099779445E0	-2.353518009E0	-9.526559711E-1	-1.392223954E0	2.895667101E0
7.104625193E0	-2.331216097E0	-9.133160114E-1	-1.215999007E0	2.783409458E0
7.109470733E0	-2.264530897E0	-8.752040267E-1	-1.073869944E0	2.654671153E0
7.114316347E0	-2.164894104E0	-8.432459831E-1	-9.650189877E-1	2.515768653E0
7.119162125E0	-2.038192034E0	-8.153799772E-1	-8.928149939E-1	2.369850182E0
7.124007743E0	-1.902799964E0	-7.952589989E-1	-8.687630296E-1	2.237818978E0
7.128853510E0	-1.761860013E0	-7.683079839E-1	-8.958119750E-1	2.120595897E0
7.133699132E0	-1.610864043E0	-7.325090170E-1	-9.731889963E-1	2.019541841E0
7.138544899E0	-1.445052981E0	-6.941009760E-1	-1.060503006E0	1.922139670E0
7.143390517E0	-1.266435027E0	-6.530960202E-1	-1.103026032E0	1.801959633E0
7.148236041E0	-1.080507994E0	-6.108419895E-1	-1.081626058E0	1.646371887E0
7.153081885E0	-8.970320225E-1	-5.673329830E-1	-9.834820032E-1	1.446986528E0
7.157927655E0	-7.197960019E-1	-5.264610052E-1	-8.191570044E-1	1.210902833E0
7.162773209E0	-5.552780032E-1	-4.906989932E-1	-6.005439758E-1	9.538198099E-1
7.167618825E0	-4.124900103E-1	-4.606209993E-1	-3.572089970E-1	7.140854159E-1
7.172464592E0	-3.008770049E-1	-4.454329908E-1	-1.181659997E-1	5.503641747E-1
7.177310228E0	-2.260809988E-1	-4.523729980E-1	1.093949974E-1	5.174178319E-1
7.182155995E0	-1.853339970E-1	-4.772070050E-1	3.164730072E-1	6.018557804E-1
7.187001613E0	-1.682509929E-1	-5.132279992E-1	5.000780225E-1	7.360634513E-1
7.191847385E0	-1.764850020E-1	-5.549420118E-1	6.471520066E-1	8.705821685E-1
7.196692926E0	-2.188899964E-1	-6.084250212E-1	6.417779922E-1	9.110284454E-1
7.201538539E0	-2.849299908E-1	-6.614270210E-1	6.097049713E-1	9.436158942E-1
7.206384298E0	-3.738360107E-1	-7.166619897E-1	5.929849744E-1	1.002491372E0
7.211229916E0	-4.936119914E-1	-7.808979750E-1	5.672850013E-1	1.084097190E0
7.216075683E0	-6.410859823E-1	-8.494619727E-1	5.456410050E-1	1.195951916E0
7.220921305E0	-8.138470054E-1	-9.128050208E-1	5.526520014E-1	1.342007522E0
7.225767072E0	-9.893419743E-1	-9.653949738E-1	6.030179858E-1	1.508116603E0
7.230612613E0	-1.151765943E0	-9.996780157E-1	6.820660233E-1	1.670669022E0
7.235458236E0	-1.284770012E0	-1.016505003E0	7.829099894E-1	1.815726977E0
7.240304082E0	-1.388810039E0	-1.019112945E0	8.941050172E-1	1.940826705E0
7.245149852E0	-1.470446944E0	-1.017176032E0	9.930850267E-1	2.045257726E0
7.249995397E0	-1.532946944E0	-1.005347967E0	1.080633044E0	2.128008140E0
7.254841013E0	-1.577263951E0	-9.747509956E-1	1.164463043E0	2.189492008E0
7.259686780E0	-1.600011945E0	-9.263949990E-1	1.235741019E0	2.223803450E0
7.264532392E0	-1.597970963E0	-8.727700114E-1	1.296658039E0	2.235298808E0
7.269378159E0	-1.573034048E0	-8.130130172E-1	1.344560981E0	2.223346692E0
7.274223777E0	-1.539612055E0	-7.523120046E-1	1.363409996E0	2.189809455E0
7.279069549E0	-1.509235024E0	-7.033669949E-1	1.362719059E0	2.151631642E0
7.283915090E0	-1.489593983E0	-6.694470048E-1	1.339691043E0	2.112302444E0
7.288760703E0	-1.488566995E0	-6.517609954E-1	1.287047029E0	2.072948177E0
7.293606467E0	-1.504345059E0	-6.446980238E-1	1.213837981E0	2.037668335E0
7.298452085E0	-1.519011974E0	-6.425600052E-1	1.120857000E0	1.994141709E0
7.303297852E0	-1.519379020E0	-6.349120140E-1	1.017868996E0	1.935893376E0
7.308143478E0	-1.520823002E0	-6.298149824E-1	9.029150009E-1	1.877451734E0
7.312989246E0	-1.524021029E0	-6.294400096E-1	7.888609767E-1	1.827877585E0
7.317834786E0	-1.518661976E0	-6.276069880E-1	6.874030232E-1	1.781220830E0
7.322680621E0	-1.496816993E0	-6.196290255E-1	5.950620174E-1	1.725833145E0
7.327526239E0	-1.455909014E0	-6.115229726E-1	5.128260255E-1	1.660307783E0
7.332372006E0	-1.409327984E0	-6.112959981E-1	4.471650124E-1	1.599951472E0
7.337217555E0	-1.366443992E0	-6.219670177E-1	4.162800014E-1	1.557979844E0
7.342063169E0	-1.323326945E0	-6.307600141E-1	5.360590219E-1	1.560900918E0
7.346908938E0	-1.283403039E0	-6.386880279E-1	6.722990274E-1	1.583360900E0
7.351754565E0	-1.235823035E0	-6.333460212E-1	7.707549930E-1	1.588221967E0
7.356600333E0	-1.158239007E0	-6.032149792E-1	8.509889841E-1	1.558707208E0
7.361445950E0	-1.046496987E0	-5.456529856E-1	9.008100033E-1	1.484705960E0
7.366291712E0	-8.975340128E-1	-4.678069949E-1	8.969309926E-1	1.352366775E0
7.371137253E0	-7.240920067E-1	-3.813329935E-1	8.268520236E-1	1.163360802E0
7.375982866E0	-5.439670086E-1	-2.993200123E-1	6.999819875E-1	9.356641272E-1
7.380828640E0	-3.756029904E-1	-2.243880033E-1	5.325310230E-1	6.892146784E-1
7.385674258E0	-2.295469940E-1	-1.608030051E-1	3.441720009E-1	4.438510956E-1
7.390520025E0	-1.145550013E-1	-1.103819981E-1	1.500039995E-1	2.186509403E-1
7.395365651E0	-4.088399932E-2	-7.866500318E-2	-4.255200177E-2	9.833797324E-2
7.400211419E0	9.600900114E-2	-6.969899684E-2	-2.020239979E-1	2.342848143E-1
7.405056959E0	4.047279954E-1	-7.050800323E-2	-3.098739982E-1	5.145852928E-1
7.409902784E0	6.990789771E-1	-7.434699684E-2	-2.169969976E-1	7.357489987E-1
7.414748402E0	9.178940058E-1	-9.146499634E-2	1.297419965E-1	9.315193165E-1
7.419593940E0	8.840379715E-1	-1.091189981E-1	4.414199889E-1	9.941235825E-1
7.424439702E0	6.981639862E-1	-1.206870005E-1	6.606259942E-1	9.687233908E-1
7.429285320E0	5.175409913E-1	-1.537570059E-1	8.818339705E-1	1.033983098E0
7.434131087E0	3.715740144E-1	-2.015379965E-1	1.085742950E0	1.165127704E0
7.438976714E0	2.668679953E-1	-2.460200042E-1	1.229333997E0	1.281798130E0
7.443822482E0	2.011079937E-1	-2.741349936E-1	1.296640038E0	1.340473726E0
7.448668099E0	1.512459964E-1	-2.903069854E-1	1.291681051E0	1.332513953E0
7.453513866E0	1.162709966E-1	-2.838979959E-1	1.230059028E0	1.267739022E0
7.458359407E0	9.308099747E-2	-2.482510060E-1	1.122979999E0	1.153852985E0
7.463205020E0	7.893399894E-2	-1.842990071E-1	9.908350110E-1	1.010915782E0
7.468050773E0	7.968399674E-2	-9.827599674E-2	8.480240107E-1	8.574103064E-1
7.472896391E0	9.599100053E-2	7.379999850E-3	6.995530128E-1	7.061466947E-1
7.477742158E0	1.281899959E-1	1.305350065E-1	5.450850129E-1	5.749693333E-1
7.482587790E0	1.767430007E-1	2.604070008E-1	3.959070146E-1	5.057590914E-1
7.487433558E0	2.395910025E-1	3.850559890E-1	2.611150146E-1	5.233096731E-1
7.492279098E0	3.104299903E-1	4.951179922E-1	1.499599963E-1	6.033213120E-1
7.497124951E0	3.879149854E-1	5.855299830E-1	5.439599976E-2	7.044730809E-1
7.501970569E0	4.770370126E-1	6.507080197E-1	-3.239699826E-2	8.074867205E-1
7.506816107E0	5.757910013E-1	6.874009967E-1	-1.170919985E-1	9.043041212E-1
7.511661869E0	6.674990058E-1	6.942160130E-1	-2.054069936E-1	9.847247475E-1
7.516507487E0	7.423980236E-1	6.816629767E-1	-2.768889964E-1	1.045220912E0
7.521353254E0	8.034020066E-1	6.568080187E-1	-3.213050067E-1	1.086318768E0
7.526198871E0	8.484389782E-1	6.216650009E-1	-3.388319910E-1	1.105044430E0
7.531044639E0	8.764230013E-1	5.885710120E-1	-3.180580139E-1	1.102585150E0
7.535890256E0	8.832330108E-1	5.653510094E-1	-2.569999993E-1	1.079708903E0
7.540736014E0	8.708660007E-1	5.529050231E-1	-1.561820060E-1	1.043314130E0
7.545581555E0	7.422159910E-1	5.500990152E-1	-3.555899858E-2	9.245312035E-1
